text,value
"البته متاسفانه این عمل در همه‌ی برنامه‌ها صورت نمی‌گیرد و فقط در تعدادی از برنامه‌ها مانند مرورگر اینترنت،  تماس‌ها،  دفترچه تلفن و یا ایمیل صورت می‌پذیرد.",-1
واقعا شگفت انگيزه ولي واقعا قابليت شخصي سازيش پايينتر از رقيب خود اندرويده به علاوه محدوديت هايي همچون :نصب انلاين نرم افزار ها بدون راديوبلوتوث غير فعال براي خيلي چيزا و.,-1
برخلاف گفته يکي از دوستان: تحمل ضربه تلويزيون هاي پلاسما تا 80 برابر ال سي دي هست.,0
صفحه ي 4.55اينچي آيون رنگ ها رو واقعي و زنده نشون نميده!,-1
دوربينش 15 فريم بر ثانيه فيلم برداري ميکنه و بدنه ش ضد خش نيست و فلاش نداره.,-1
به صرفه ميشه ,+1
سرعت کپی در حالت ADF ( تغذیه خودکار ) در این دستگاه 3.4 برگ در دقیقه می‌باشد که سرعت بالایی نیست.,-1
گوشي عالي هست و همه امکانات رو تو سايت نوشته فقط چند تا نکته راجب به نظرات دوستان بدم..,+2
اپل نتونست گوشي رو دست تراکم پيکسلي گوشي Sony s که 364ppi هست رو بياره حتي LG optimus g هم با تراکم 320 نتونست.,-1
"همان طور که گفتیم بر خلاف SuperAMOLED های موجود بر روی گوشی‌های سطح بالای سامسونگ،  این صفحه نمایش پنل LCD دارد که البته با این حال در زوایای مختلف عملکرد خوبی را از خود به جای می‌گذارد.",+1
ا يکي ديگه از ايراداشم جاي دست (اثر انگشت روي بدنش ميمونه!,-1
اين گوشي با توجه به سخن متخصصين سايت ديجي کالا و همچنين کاربراي عزيزي که اين گوشي رو در اختيار دارند و از عملکرد اون آگاهند به واقع يک اَبَر گوشي در بين گوشي هاي هوشمنده و يکي از محبوبترين گوشي‌هاي همراه در دنيا.,+2
2- قاب آن از لحاظ استحکام کمي ضعيف است.,-1
این لنز در حالت واید 24 میلی متر به راحتی می‌تواند میدان دیدی کاملا گسترده را پوشش دهد تا در یک عکس بتوانید تصویر یک چشم انداز طبیعی پهناور را ثبت کنید.,+1
تنها ايرادش همين فلاششه .,-1
من از اين تبلت خريدم مهمترين نکته اينکه از نظر من باطريش ضعيف است بعد يک ماه استفاده از اين تبلت و مقايسه آن با تبلت رفقا پيشنهاد ميکنم اين تبلت نخريد cpu آن فقط اسمش چهار هسته اي و به نسبت ايسوس و سامسونگ واقعا ضعيف است عرايض بنده را فقط وقتي متوجه ميشويد که در عمل کارايي اين تبلت با يکي دو برند معتبر مقايسه کنيد به هر حال انتخاب با خودتونه شايد بهتر باشه کمي صبر کنيد و يه تبلت بهتر بخريد.,-2
اين گوشي در ميان گوشي هاي دو سيم کارته کاملا يک سر و گردن بالاتره و هيچ رقيبي تو بازار ايران نداره.,+2
این در حالیست که Tipo گوشه های گردتری دارد.,0
باطريش خيلي ضعيفه,-2
سلام من 15 روزه خريدمش از نظر ظاهري دکمه پاورش جاي خوبي نيست و اون روکش روي يو اس بي اگه نبود بهتر بود از نظر سخت افزاري مشکلي تا الان نداشته در کل گوشي عالي هست از نظر کيفيت يک مقدار از اس پايين تره خيلي کم در ضمن در دو نوع است که مدل 3g در ايران عرضه ميشه اندرويدشم 4.0.4 مي باشد گوشي به هيچ عنوان هنگ نمي کند حتي اگر چند روز مدام با گوشي کار کنيد.,+1
"همچنین یک فلاش LED نیز به آن کمک می‌نماید که در شرایط نوری نامساعد،  عکس‌های بهتری به ثبت برسند.",+1
يکي از بهترين گوشي هاي حال حاضر در چند سال اخير بين گوشي ها هوشمند دنيا مي باشد که به دليل داراي بودن سيستم عامل iOS که برترين سيستم عامل مي باشد که تنها رقيب آن سيستم عامل آندرويد در رقابت تنگاتنگ آن در رتبه دوم قرار دارد و از جمله ويژگي هاي ديگر اين گوشي که آن را از ديگر گوشي هاي هوشمند برتر کرده است وجود پردازنده بسيار قوي که امکان اجرا کردن چندين برنامه همزمان را ايجاد مي سازد و از جمله وجود سنسور هاي سرگرم کننده و جالب که کار با گوشي را مفرح مي سازد و از جمله اصلاحاتي که در اين سري از گوشي خود بکار برده است قوي تر کردن دوربين عکاسي آن مي باشد که عکس هايي با رزولوشن بالا را مي سازد که در سري هاي قبل مخصوص نسل 3 آن عکس برداري ضعيفي دارا بوده است که در نسل پنجم به کيفيت بسيار بالا تري ارتقا يافت و همجنين فيلم برداري کاملا HD که فيلم هاي با کيفيت بالا را مي توانيد با آن بگيريد از ايراد هاي آن نيز مي توان به وجود نداشتن راديو و مايکروسافت آفيس اشاره کرد و از جمله گوشي هاي که با آن گوشي در حال رقابت است مي توان به galaxy s3 اشاره کرد که وزني بيشتر و اندازه اي بزگ تر را دارد .,+1
"نسبت به انتظار طرفداران اپل،  پيشرفت قابل توجهي نسبت به 4s  نداشت.",-1
سلام دوستان عزيز من خيلي سرچ کردم تا اين دوربينو خريدم اما واقعا در عکس برداري محيطاي کم نور و تاريک وقتي روي عکس زوم ميکني کيفيتش خيلي پايينه و مثل نقاشي آبرنگ ميمونه !,-2
سرعت خيلي خوبه و کم نمياره.,+2
امروز به دستم رسيده و دارم تست مي کنم.,0
"الان سيستم‌عامل 4.1.1 Jelly Bean رو روش نصب کردم که بشدت روونه و اکثر قابليت‌هاي نرم افزاري Galaxy SIII رو (اعم از صفحه ويديو کوچک در کنار ساير صفحات،  تماس سريع با شخص پيامک زده و..",+1
نه.,-1
شايد با خود بگوييد که اين گوشي پردازنده دو هسته اي دارد پس چطور از 4 هسته اي بالاتر است؟,0
"در نهایت GALAXY Tab 2،  یکی از بهترین تبلت های موجود در بازار و برای کسانی به دنبال یک تبلت کوچک با امکانات فوق العاده می گردند، بسیار مناسب است.",+2
بنابراین از کیفیت عکس‌های FT3 بسیار راضی هستیم.,+2
بعد اينکه اينقدر گفتن 3 چراغ 3 چراغ و اگه اينطوري بشه بايد بندازي توي سطل آشغال که من روزي 2 ساعت بيشتر هم باهاش بازي نمکنم اينقدر ترسيدم!,-1
و مهمترين دليلي که من اينفينيتي رو عوض کردم نداشتن قابليت استفاده از سيم کارت بود.,-1
"سبک
ابعاد خيلي عالي
سرعت بالا",+2
البته با توجه به تراکم پیکسلی نسبتا پایین صفحه نمایش شاید برای خواندن متن‌های بسیار ریز مقداری دچار دشواری شوید که با کمی زوم قابل حل خواهد بود.,+1
