,comment,sentiment
158,سلام شما که اینقدر نسبت به مسایل نگاه موشکافانه دارید لطفا درباره پاداش بازنشستگان فرهنگیان عزیز صحبت کنید متاسفانه بعدازیک سال در چندقسط پرداخت می‌کنند چرا باید پس از سالها تحمل حقوق کم وغیرعادلانه در ایام بازنشستگی شرمنده خانواده‌شان باشن,-1
159,مهمون امروز کی بود؟,0
160,خیلی رشیدپورازت...,-1
161,LINK تو این مملکت یکی صدای ما مظلومان رو به گوش مردم و مسئولین نمی‌رسونه. NUM۱ ساله مدرس حقتدریس دانشگاه پیام نور بودم... نه LINK حقوق LINK LINK حق جذب. حقوق امثال من بعد یک ترم واریز میشه اونم با تاخیررر (۶تا۸ماهه) حداکثر حقوق واریزی حقتدریسی من NUM۳ تا NUM۳ بیشتر نبوده...!!! جالبه بدانید اینم طی دو واریز در طول سال میدن!!! جالبترش اینه که بدونید یه بار از دانشگاه سما حدود NUM۳ هزار گرفتم... NUM۲ هزار بابت مالیات کسر کردن!!! اون وقت هر ترم هم کلی ناز میکنن و مشکلاتی عنوان میکنن که یعنی لطف زیاد دارن که بهمون واحد میدن... گاه یه درس گاه نمیدن... الان که ازما بهترون اومدن. واحد رو میدن با بازنشسته‌ها که اضافه کاری میان... برا ما جووونای بدبخت بیچاره دهه NUM۲ هم چیزی باقی نمیمونه. اموزش پرورش خوبه حدالقل یه غیرت داره حقتدریساشو جذب میکنه... اما وزارت علوم برا مدرسان حقتدریس که مدرک دکترا دارن و کلی سابقه تدریس و پژوهش و... تره خورد نمیکنه. حتی هیچ رسانه‌ای از مشکلات و آوارگی مدرسان تدریس نمیگه. با ۵سال سابقه... الان خونه نشین شدم... هیچ قانونی از ما دفاع نمیکنه... رسانه صدای ما باش,-1
162,سلام صبح بخیر❤️,1
163,سلام صبحتون بخیر من رای رو به سر شماره اعلام شده میفرستم ولی ارسال نمیشه,0
164,سلام اقای رشید پور میوه فروشی زدی رو میزت احتکار کردی...,0
165,ببخشید از آقای مدیر بپرسین که چرا سریال اوک نیو را سر ساعت پخش نمیکنن و هروز یه برنامه دیگه پخش میکنین بجاش؟؟؟,-1
166,سلام اقای رشید پور گفته_بودید که ارسال قرعه کشی رایگان هستش ولی زده NUM۳ هر روز هر پیام هستش این جوری که خیلی هزینه موبایلم میاد چکار کنم,-1
167,خواهش میکنم بخونید. به اربعین امام حسین قسمت میدم بخون... خسته شدم. بریدم بخدا.. فروش کلیه گروه خونی او منفی (O-). کبد و مغز استخوانم میدم. برا بدهی مجبورم. بیست و هشت تومن کسری دارم وگرنه باید برم زندان یازده تومن دارم اما بیست و هشت و چهارصد کسری دارم. دو تا دختر دانش آموز دارم. درس میخونن. مستاجرم. زنم بیماری اعصاب روان داره. خرجی ندارن اگه برم بخوابم. وگرنه میرفتم زندان میخوابیدم. تلفن م تلگرام این شماره ست NUM ۱۱. لطفا کسی یا جایی رو میشناسید ک کارش خرید و فروش کلیه س اطلاع بدین. هم یک بیمار ک مهلت کمی داره مطلع بشه منم فرصتم کمه زودتر به نتیجه برسم... خدا میدونه چندبار فکر خودکشی افتادم. چن تا راه حل هم براش جور کردم اما چه بلایی سر بچه هام میاد بدون پدر، باعث انصرافم شده. تو این فکرم اونارو هم با خودم خلاص کنم. هرچی باشه، دیگه زجر نمیکشن. دیگه از نیازمندی و بی پولی، ترس اینو ندارم که چه مصیبت و بلایی سرشون میاد. اونم در این زمونه‌ی سگ مصب ک افتاده رو دست ش نمیگیرن، لگد میزنن که بلند نشه. خجالت زده‌ی رنگ زردشونم. حسرت دیدن میوه و بوی غذای همسایه‌ی بغل دستی، بیشتر شکنجه م میده... شبا ساعت هشت شب با بوی غذای همسایه، کربلا داریم. دخیل یا حسین... کلیه کلیه فروشی فروش کلیه کبد مغزاستخوان مغز استخوان اهدا اهداکلیه پیوند پیوند کلیه پیوندکلیه گروه خونیo گروه خونی نان فقر نیاز نیازمند زندگی زندانی زندان کمک یاری مساعدت انسانیت,-1
168,اگر میخواین برنا مه تون رو فرم بمونه پرویز نیارین جلو دوربین چون نه بیان زیبا داره نه شوخی کردن بلده و نه استایل جلو دوربین ایستادنو داره,-1
169,اینم یه کص کشی مثه بقیه ادمای رژیم,-1
170,چن روزپیش یه ویلا نشون دادن کسی داره پیجشو,0
171,مطلبی که می‌خواهم_به سمع شما خوبان و سروران برسانم قصه داستان نیست و برگی از تاریخ هم نیست بلکه اتفاقی است که در تاریخ NUM NUM ۱/۸/ NUM۱ در بیمارستان چابهار اتفاق افتاده... یک خانم باردار برای زایمان مراجعه می‌کنند به بیماستان ‫تا اولین فرزندش را بدنیا بیاورند و زیباترین هدیه خدا که مانند سروشی روح بخش به زندگی انسانها نور امید می‌دمد را بگیرد. ولی خبر نداشتن که به قتلگاه می‌روند. این خانم در طول بارداری زیر نظر بهداشت بودن و هر ماه به بهداشت می‌رفتن برای سلامتی خود و فرزندش و هیچ گونه مشکلی در این مورد نداشتن متاسفانه این خانم بعد از زایمان فرزندش جان خود را از دست میدهد. مرگ حق است و چنین اتفاقاتی هم طبیعی ولی وقتی بشنوی این مرگ بیشتر بخاطر نداشتن یک سری امکانات رخ داده_باشد غیر قابل اغماض است به گفته خود پرسنل‌های همین بیمارستان این سومین نفری است که در هفته جاری از بخش زایمان بخاطر نداشتن امکانات یک جورهای در واقع کشته_شده_اند بسیار درد اور است... با توجه به تبلیغاتی که رو تابلوها در شهر است و مسولین شعارهای که می‌دهند ما انتظار یک شهر ایده ال و یک بیمارستان در حد بین المللی را داشتیم و قراره منطقه را برای هندی‌ها برای تجارت بیشتر در منطقه هموار کنیم و شهر را کاملا بین المللی کنیم اینها همه پیشکش لاقل به بیمارستان این شهر رسیدگی کنند خطاب من به تمام مسولین است که بیمارستانی که درست کردین رسیدگی کنید همانطور که استحضار دارین برای یک شهر مهم‌ترین و حیاتی‌ترین ان امنیت اب سالم و شفا خانه است. در اون دو مورد هم حرف برای نوشتن زیاد است ولی با توجه به اتفاق پیش امده فقط به موضوع شفاخانه یا همان بیمارستان شهر بیشتر می‌پردازم. بیمارستانی که با وجود این همه تبلیغات و درامدهای که دارند امکانات شان در حد صفر است در همین بخش زایمان بهتر بگویم فاقد پرسنل کار بلد و همچنین امکانات میباشد. دلیل اصلی چی می‌تواند باشد جز ناکارامدی مسولین چابهار فقط سر دادن شعار‌های خالی و فریب مردم با وعده‌های توخالی... الحمد لله بنده در این مورد مشکلی ندارم توانایی اینو دارم که خانواده‌ام را به جای دیگه غیر از بیمارستان چابهار ببرم ولی وظیفه خودم می‌دونم که به مردم چابهار توصیه کنم که به این بیمارستان با توجه به نداشتن امکانات ابتدایی مراجعه نکنند.. اقایون مسول اگر مردم چابهار براتون مهم نیستن و یک جورهای براتون موش ازمایشگاهی بحساب می‌ایند لاقل بخاطر هندی‌ها که قراره بیاند سرمایه گزاری کنند و سود حاصله این سرمایه گزاری به جیب هایتان بره به این بیمارستان رسیدگی کنید. آقای رشید پور پیگیری کنید,-1
